"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-23 03:15:27,FALSE,NA,"1352817192870404096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Indira02541788",25463,TRUE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-23 03:13:55,FALSE,NA,"1352816808626155520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pppaum_",25463,TRUE,FALSE,NA,NA
"Ash and smoke from the Mount Sinabung volcano fills the sky over an abandoned church during an eruption in Karo, In… https://t.co/40iUDcvUrI",FALSE,0,NA,2021-01-23 03:07:20,TRUE,NA,"1352815149216743425",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","GriffKohout",0,FALSE,FALSE,NA,NA
"RT @DIEBO37: Volcano Mouse, Thought to be Extinct Has Been Rediscovered
#BioDiversity #Extinction #Volcano #Animals #<U+0001D49F><U+0001D4BE><U+0001D452><U+0001D4B7><U+0001D4AA>37 
https://t.co/…",FALSE,0,NA,2021-01-23 03:06:24,FALSE,NA,"1352814916328071168",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","TTakumi08500156",14,TRUE,FALSE,NA,NA
"#Earthquake (#sismo) M2.0 strikes 30 km W of #Volcano (#Hawaii) 17 min ago. More info: https://t.co/C21ES2Isof",FALSE,1,NA,2021-01-23 03:02:18,FALSE,NA,"1352813881505312771",NA,"<a href=""http://www.emsc-csem.org/"" rel=""nofollow"">emsc-csem</a>","EMSC",2,FALSE,FALSE,NA,NA
"RT @EMSPK: Escaping the eruption of mount. Pinatibu, Philippines, 1991 <U+0001F30B>
#volcano #Philippines #volcanoeruption https://t.co/vHVzWlA91j",FALSE,0,NA,2021-01-23 03:02:03,FALSE,NA,"1352813821623111680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","L011991",5,TRUE,FALSE,NA,NA
"<U+0001F30F> The famous volcano <U+0001F30B> Fuego <U+0001F525> in Guatemala has been active for years. #guatemala #volcano https://t.co/ugkSYbNo9f",FALSE,0,NA,2021-01-23 02:50:12,FALSE,NA,"1352810840022528005",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","starktrip",0,FALSE,FALSE,NA,NA
"RT @DIEBO37: Volcano Mouse, Thought to be Extinct Has Been Rediscovered
#BioDiversity #Extinction #Volcano #Animals #<U+0001D49F><U+0001D4BE><U+0001D452><U+0001D4B7><U+0001D4AA>37 
https://t.co/…",FALSE,0,NA,2021-01-23 02:44:26,FALSE,NA,"1352809387715391494",NA,"","Maha1OB",14,TRUE,FALSE,NA,NA
"RT @DIEBO37: Volcano Mouse, Thought to be Extinct Has Been Rediscovered
#BioDiversity #Extinction #Volcano #Animals #<U+0001D49F><U+0001D4BE><U+0001D452><U+0001D4B7><U+0001D4AA>37 
https://t.co/…",FALSE,0,NA,2021-01-23 02:41:06,FALSE,NA,"1352808548493910016",NA,"<a href=""https://t.co/jlWMrEOHD1?amp=1"" rel=""nofollow"">BETRO</a>","HELLDIEBO37",14,TRUE,FALSE,NA,NA
"RT @DIEBO37: Volcano Mouse, Thought to be Extinct Has Been Rediscovered
#BioDiversity #Extinction #Volcano #Animals #<U+0001D49F><U+0001D4BE><U+0001D452><U+0001D4B7><U+0001D4AA>37 
https://t.co/…",FALSE,0,NA,2021-01-23 02:35:04,FALSE,NA,"1352807030839455744",NA,"","Alison1Eve",14,TRUE,FALSE,NA,NA
"RT @DIEBO37: Volcano Mouse, Thought to be Extinct Has Been Rediscovered
#BioDiversity #Extinction #Volcano #Animals #<U+0001D49F><U+0001D4BE><U+0001D452><U+0001D4B7><U+0001D4AA>37 
https://t.co/…",FALSE,0,NA,2021-01-23 02:18:58,FALSE,NA,"1352802979926208512",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Diba_Saeid",14,TRUE,FALSE,NA,NA
"Volcano Mouse, Thought to be Extinct Has Been Rediscovered
#BioDiversity #Extinction #Volcano #Animals #<U+0001D49F><U+0001D4BE><U+0001D452><U+0001D4B7><U+0001D4AA>37 
https://t.co/CTJkfGiJZc",FALSE,18,NA,2021-01-23 02:14:38,FALSE,NA,"1352801886794035201",NA,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>","DIEBO37",14,FALSE,FALSE,NA,NA
"<U+0001F1F5><U+0001F1ED> 2020 had an explosive start - quite literally for the #Philippines! Before the COVID-19 pandemic hit, there was… https://t.co/iRGCnfwIGh",FALSE,3,NA,2021-01-23 02:07:01,TRUE,NA,"1352799969300926465",NA,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>","seacsydney",0,FALSE,FALSE,NA,NA
"Hike across lava field, through rain forest 
 #Hawaii #HawaiiVolcanoesNationalPark #volcano
 https://t.co/zwtSWqrgbV https://t.co/PLAiI87vb7",FALSE,0,NA,2021-01-23 02:05:06,FALSE,NA,"1352799487195041792",NA,"<a href=""https://app.agorapulse.com"" rel=""nofollow"">AgoraPulse Manager</a>","dayhikingtrails",0,FALSE,FALSE,NA,NA
"RT @volcanodiscover: #Klyuchevskoy #volcano (Kamchatka): strong ashfall related to elevated activity - The effusive-explosive eruption of t…",FALSE,0,NA,2021-01-23 01:59:08,FALSE,NA,"1352797987664105472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","dmonrin",13,TRUE,FALSE,NA,NA
"RT @uwiseismic: Update #21 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains the foremos…",FALSE,0,NA,2021-01-23 01:38:54,FALSE,NA,"1352792894587994114",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","slimchick1900",9,TRUE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-23 01:30:33,FALSE,NA,"1352790792096542720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","leehaezhan",25463,TRUE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-23 01:23:25,FALSE,NA,"1352788997026705408",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kate2eu_",25463,TRUE,FALSE,NA,NA
"Update on the Mount Hood seismic swarm, which appears to be over.  Read the whole thread.  #volcano https://t.co/o7ApFRn2aP",FALSE,0,NA,2021-01-23 01:18:36,FALSE,NA,"1352787784977719296",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BJDeming",0,FALSE,FALSE,NA,NA
"RT @uwiseismic: Update #21 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains the foremos…",FALSE,0,NA,2021-01-23 01:12:07,FALSE,NA,"1352786154542796802",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tomp1re",9,TRUE,FALSE,NA,NA
"RT @uwiseismic: Update #21 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains the foremos…",FALSE,0,NA,2021-01-23 01:08:09,FALSE,NA,"1352785155354750977",NA,"<a href=""http://www.volcanowatching.com"" rel=""nofollow"">Volcano Watching 1</a>","VolcanoWatching",9,TRUE,FALSE,NA,NA
"Update #21 from @NEMOSVG on the ongoing activity at La Soufrière, SVG. The @NEMOSVG and the @uwiseismic remains the… https://t.co/lIpOXn7SWa",FALSE,14,NA,2021-01-23 01:07:27,TRUE,NA,"1352784980603187202",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","uwiseismic",9,FALSE,FALSE,NA,NA
"I missed Popocatepetl's early phase: wow! #volcano https://t.co/4tw9T2cieP",FALSE,0,NA,2021-01-23 01:07:22,FALSE,NA,"1352784959438639104",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","BJDeming",0,FALSE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-23 00:34:17,FALSE,NA,"1352776632109473792",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","60ZH0NG",25463,TRUE,FALSE,NA,NA
"RT @tonyveco: <U+0001F30B>Ash &amp; gas emissions well visibile at #Popocatepetl #volcano,partially covered by snow, as reported by @gobiernomx and seen i…",FALSE,0,NA,2021-01-23 00:33:58,FALSE,NA,"1352776553357307907",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tonyveco",28,TRUE,FALSE,NA,NA
"RT @MSHInstitute: Views and Brews is just around the corner. Catch it live on our Facebook page or subscribe to us on YouTube to see it the…",FALSE,0,NA,2021-01-23 00:28:07,FALSE,NA,"1352775082377003009",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JaredStewart",3,TRUE,FALSE,NA,NA
"One of those rare occasions in which I can get a nice shot of the volcano.

#volcano
#photography https://t.co/AUzPy4T1oL",FALSE,0,NA,2021-01-23 00:10:31,FALSE,NA,"1352770650730094592",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>","iamjjalvarado",0,FALSE,FALSE,NA,NA
"4 scenes of LANDSAT ingested to HDDS for event 201907_Volcano_Ubinas_PER # Ubinas #volcano https://t.co/qh2h88lANO https://t.co/sgjl0rXGcS",FALSE,0,NA,2021-01-23 00:00:13,FALSE,NA,"1352768061607182336",NA,"<a href=""http://hddsexplorer.usgs.gov"" rel=""nofollow"">Emergency Operations Data Ingest</a>","USGS_HDDS",0,FALSE,FALSE,NA,NA
"RT @gmbrockner: Finishing up our 6th grade Earth Science unit with a bang.....well actually a non-explosive volcano eruption! #volcano #Sul…",FALSE,0,NA,2021-01-22 23:56:00,FALSE,NA,"1352767000989339649",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SWCSDSuper",1,TRUE,FALSE,NA,NA
"#Earthquake (#sismo) M2.0 strikes 29 km SW of #Volcano (#Hawaii) 4 min ago. More info: https://t.co/dVIi4Dmj2Y",FALSE,1,NA,2021-01-22 23:40:38,FALSE,NA,"1352763131311902721",NA,"<a href=""http://www.emsc-csem.org/"" rel=""nofollow"">emsc-csem</a>","EMSC",2,FALSE,FALSE,NA,NA
"RT @tonyveco: <U+0001F30B>Ash &amp; gas emissions well visibile at #Popocatepetl #volcano,partially covered by snow, as reported by @gobiernomx and seen i…",FALSE,0,NA,2021-01-22 23:20:56,FALSE,NA,"1352758174567292929",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Nephtys7",28,TRUE,FALSE,NA,NA
"RT @tonyveco: <U+0001F30B>Ash &amp; gas emissions well visibile at #Popocatepetl #volcano,partially covered by snow, as reported by @gobiernomx and seen i…",FALSE,0,NA,2021-01-22 23:02:28,FALSE,NA,"1352753526720499713",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nsekishita",28,TRUE,FALSE,NA,NA
"#Earthquake (#sismo) M2.4 strikes 30 km SW of #Volcano (#Hawaii) 3 min ago. More info: https://t.co/KVEa3kE32h",FALSE,0,NA,2021-01-22 22:13:20,FALSE,NA,"1352741162742919174",NA,"<a href=""http://www.emsc-csem.org/"" rel=""nofollow"">emsc-csem</a>","EMSC",2,FALSE,FALSE,NA,NA
"RT @NCTsmtown: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/UEcTystTs3

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch_NCT",FALSE,0,NA,2021-01-22 22:10:00,FALSE,NA,"1352740322384646144",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ajunjunkyu04",25463,TRUE,FALSE,NA,NA
"RT @TheWatchers_: Heavy ashfall in Kozyrevsk after strong paroxysmal event at Klyuchevskoy volcano, Russia https://t.co/jv8dUIAaNJ #volcano…",FALSE,0,NA,2021-01-22 22:04:58,FALSE,NA,"1352739055486681088",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","6Medic",14,TRUE,FALSE,NA,NA
"RT @TheWatchers_: Increased activity at Raung volcano, Alert Level raised to 2 - Aviation Color Code to Orange, Indonesia https://t.co/gZaV…",FALSE,0,NA,2021-01-22 21:58:17,FALSE,NA,"1352737374673932289",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","tony_weise",17,TRUE,FALSE,NA,NA
"RT @NCT_OFFICIAL_JP: [Un Cut] Take #19|‘Volcano’ Recording Behind the Scene

https://t.co/ICZWPVsnpg

#UnCut #Volcano
#NCT #NCTU
#<U+CC44><U+B110>NCT #Ch…",FALSE,0,NA,2021-01-22 21:52:34,FALSE,NA,"1352735936052944897",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NCTizeny02",6596,TRUE,FALSE,NA,NA
"RT @i_ameztoy: Random Series | Natural diamonds

Aren't the colors of its internal lagoon mesmerizing? A #CoralReef, an extinct #volcano, c…",FALSE,0,NA,2021-01-22 21:46:09,FALSE,NA,"1352734320100843522",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GillandShaw",62,TRUE,FALSE,NA,NA
"RT @volcanodiscover: #Mayon #volcano (Luzon Island, Philippines): glow visible at night - Surveillance cameras of the volcanological observ…",FALSE,0,NA,2021-01-22 21:43:45,FALSE,NA,"1352733715684761600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","minkminmi",22,TRUE,FALSE,NA,NA
"<U+0001F30B><U+2764><U+FE0F> I Lava You! <U+2764><U+FE0F><U+0001F30B> 
How cute is this volcano? It’s an ERUPTION of love! <U+0001F970> Send to your loved ones this greetings/a… https://t.co/zSjKiKYHSD",FALSE,0,NA,2021-01-22 21:40:52,TRUE,NA,"1352732992410681344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SoBeIt_Uk",0,FALSE,FALSE,NA,NA
"RT @DavidHe11952876: January 20, 2021, ~ Pyroclastic Flow ~ Mount Merapi. Indonesia #volcano #merapi #indonesia https://t.co/mB71do1tn7",FALSE,0,NA,2021-01-22 21:38:20,FALSE,NA,"1352732354729529350",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lookanduhlsee",11,TRUE,FALSE,NA,NA
"#volcano  Three PhD vacancies at the University of Manchester https://t.co/5nlW3ayvGR",FALSE,0,NA,2021-01-22 21:37:10,FALSE,NA,"1352732061010898945",NA,"<a href=""https://rssfeeder.linuxcoding.com/"" rel=""nofollow"">rssmucher</a>","eeekster",0,FALSE,FALSE,NA,NA
"RT @DavidHe11952876: January 20, 2021, ~ Pyroclastic Flow ~ Mount Merapi. Indonesia #volcano #merapi #indonesia https://t.co/mB71do1tn7",FALSE,0,NA,2021-01-22 21:33:44,FALSE,NA,"1352731196959019008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","GlacierPeak",11,TRUE,FALSE,NA,NA
"RT @tonyveco: <U+0001F30B>Ash &amp; gas emissions well visibile at #Popocatepetl #volcano,partially covered by snow, as reported by @gobiernomx and seen i…",FALSE,0,NA,2021-01-22 21:30:24,FALSE,NA,"1352730356135428097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","kristina_perica",28,TRUE,FALSE,NA,NA
"<U+0001F4DD>cross-posted from YESTERDAY's <U+0001D64D><U+0001D664><U+0001D657><U+0001D65A><U+0001D667><U+0001D669> <U+0001D645><U+0001D656><U+0001D66E> <U+0001D648><U+0001D656><U+0001D667><U+0001D658><U+0001D66F><U+0001D656><U+0001D660>'<U+0001D668> <U+0001D63F><U+0001D656><U+0001D65E><U+0001D661><U+0001D66E> <U+0001D649><U+0001D65A><U+0001D66C><U+0001D668><U+0001D661><U+0001D65A><U+0001D669><U+0001D669><U+0001D65A><U+0001D667>

Subscribe: DM your email to @marczak_rob… https://t.co/FsZNmgsplp",FALSE,3,NA,2021-01-22 21:24:22,TRUE,NA,"1352728838040641540",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","marczak_rob",0,FALSE,FALSE,NA,NA
